symbol,market_cap_cr,current_price,pe_ratio,book_value,roce_pct,roe_pct,dividend_yield_pct,promoter_holding_pct,revenue_growth_3yr_pct,profit_growth_3yr_pct,latest_year_ocf_cr,debt_to_equity,as_of_quarter
INDIANB,,827.0,8.72,623.0,6.32,15.4,2.21,73.84,28.0,34.0,18815.0,,Jun 2026
IEX,,131.0,23.1,15.3,51.4,39.4,2.66,,19.0,2.0,433.0,0.01,Jun 2026
INDHOTEL,,749.0,54.9,91.7,17.1,14.2,0.43,38.12,22.0,24.0,2471.0,0.22,Jun 2026
IOC,,140.0,4.7,155.0,18.8,20.7,5.0,51.5,63.0,14.0,76142.0,0.6,Jun 2026
IOB,,33.7,10.9,20.2,6.12,15.6,0.0,92.44,37.0,9.0,4780.0,,Jun 2026
IRCTC,,493.0,28.6,53.9,46.1,34.6,1.72,62.4,12.0,-8.0,1273.0,0.02,Jun 2026
IRFC,,,,,,,,82.9,,,,,Jun 2026
IREDA,,120.0,18.0,49.1,8.69,15.6,0.5,71.76,,,-14477.0,,Jun 2026
IGL,,152.0,13.7,82.2,17.9,14.0,2.8,45.0,-1.0,-13.0,1936.0,0.01,Jun 2026
INDUSTOWER,,393.0,14.5,150.0,19.5,19.8,0.0,51.26,50.0,32.0,15684.0,0.53,Jun 2026
INDUSINDBK,,1011.0,59.6,842.0,5.68,1.36,0.15,15.82,-51.0,-11.0,993.0,,Jun 2026
NAUKRI,,1244.0,56.7,585.0,5.43,3.91,0.68,37.48,91.0,11.0,1076.0,0.01,Jun 2026
INFY,,1155.0,15.0,225.0,40.0,31.9,4.16,13.82,8.0,-5.0,33986.0,0.1,Jun 2026
INOXWIND,,75.0,31.9,36.9,10.5,7.09,0.0,44.18,38.0,13.0,-598.0,0.25,Jun 2026
INTELLECT,,706.0,26.9,227.0,16.0,12.4,0.57,29.63,11.0,2.0,510.0,0.05,Jun 2026
INDIGO,,5230.0,,180.0,5.24,-27.1,0.19,41.57,,26.0,23470.0,11.15,Jun 2026
IGIL,,345.0,24.5,34.4,69.2,55.8,0.72,76.55,43.0,,624.0,0.1,Jun 2026
IKS,,1782.0,42.4,131.0,36.9,40.3,0.0,63.72,30.0,,674.0,0.34,Jun 2026
IPCALAB,,1759.0,37.9,318.0,17.0,15.7,0.34,44.72,37.0,26.0,1142.0,0.1,Jun 2026
JKCEMENT,,5567.0,44.1,911.0,15.1,15.6,0.36,45.66,33.0,19.0,1873.0,0.88,Jun 2026
JBMA,,678.0,69.8,65.0,14.8,15.6,0.13,67.53,22.0,-1.0,-60.0,1.97,Jun 2026
JKTYRE,,397.0,13.0,210.0,15.5,16.0,1.01,51.72,44.0,14.0,1444.0,0.81,Jun 2026
JMFINANCIL,,121.0,9.55,111.0,11.6,11.9,2.68,57.03,27.0,16.0,581.0,1.09,Jun 2026
JSWCEMENT,,131.0,27.4,48.0,11.1,14.7,0.38,72.02,68.0,,1170.0,0.68,Jun 2026
JSWDULUX,,2953.0,37.2,538.0,22.7,19.1,1.69,61.2,2.0,2.0,93.0,0.03,Jun 2026
JSWENERGY,,544.0,49.7,175.0,8.16,7.51,0.37,66.53,19.0,23.0,9898.0,2.5,Jun 2026
JSWINFRA,,319.0,48.0,51.8,13.7,15.4,0.28,73.93,29.0,,2022.0,0.63,Jun 2026
JSWSTEEL,,1271.0,25.8,409.0,11.0,10.2,0.56,44.29,35.0,16.0,25152.0,0.99,Jun 2026
JAINREC,,343.0,33.6,45.2,25.5,30.8,0.0,73.59,57.0,,-602.0,0.82,Jun 2026
JPPOWER,,17.3,14.2,18.6,6.97,3.6,0.0,24.0,97.0,42.0,1301.0,0.27,Jun 2026
J&KBANK,,154.0,7.35,154.0,5.84,15.4,1.4,59.4,26.0,32.0,-1126.0,,Jun 2026
JINDALSAW,,254.0,24.9,197.0,10.4,8.2,0.79,63.25,14.0,16.0,1771.0,0.37,Jun 2026
JSL,,738.0,18.8,240.0,19.3,17.8,0.41,62.04,15.0,23.0,3395.0,0.38,Jun 2026
JINDALSTEL,,1094.0,36.1,499.0,9.7,8.22,0.18,62.71,1.0,18.0,7204.0,0.44,Jun 2026
JIOFIN,,247.0,78.9,211.0,1.86,1.19,0.2,49.13,294.0,,-15439.0,0.16,Jun 2026
JUBLFOOD,,440.0,69.8,34.7,14.6,18.9,0.27,40.27,5.0,-3.0,1894.0,2.14,Jun 2026
JUBLINGREA,,728.0,36.5,196.0,11.4,9.51,0.69,45.22,-2.0,21.0,524.0,0.25,Jun 2026
JUBLPHARMA,,962.0,35.0,445.0,8.99,6.55,0.52,47.67,47.0,37.0,1227.0,0.51,Jun 2026
JWL,,259.0,60.5,69.7,9.16,6.39,0.39,68.31,15.0,8.0,9.0,0.33,Jun 2026
JYOTICNC,,813.0,55.0,88.0,21.3,18.2,0.0,62.55,157.0,,54.0,0.43,Jun 2026
KPRMILL,,1033.0,42.0,167.0,19.6,15.7,0.48,67.52,2.0,17.0,1108.0,0.1,Jun 2026
KEI,,4800.0,50.0,697.0,20.1,14.8,0.09,35.0,24.0,25.0,840.0,0.04,Jun 2026
KPITTECH,,590.0,25.9,129.0,26.3,21.0,1.27,38.59,21.0,-18.0,1195.0,0.24,Jun 2026
KAJARIACER,,1192.0,36.0,192.0,23.3,17.9,0.76,47.69,14.0,-6.0,664.0,0.07,Jun 2026
KPIL,,1283.0,22.4,455.0,18.3,13.7,0.86,33.58,36.0,26.0,1534.0,0.46,Jun 2026
KALYANKJIL,,635.0,47.5,61.1,20.5,24.8,0.24,62.86,44.0,54.0,1318.0,0.97,Jun 2026
KARURVYSYA,,,,,,,,2.07,,,,,Jun 2026
KAYNES,,3622.0,66.3,708.0,13.2,9.64,0.0,53.46,57.0,26.0,-600.0,0.19,Jun 2026
KEC,,469.0,19.2,231.0,14.5,11.3,1.17,50.1,55.0,-10.0,-414.0,0.87,Jun 2026
KFINTECH,,940.0,46.4,97.0,29.2,21.6,1.28,22.82,19.0,35.0,370.0,0.03,Jun 2026
KIRLOSENG,,2133.0,52.9,249.0,14.6,17.5,0.33,41.06,22.0,68.0,932.0,1.48,Jun 2026
KOTAKBANK,,389.0,19.3,182.0,6.98,11.4,0.17,25.87,9.0,2.0,41727.0,,Jun 2026
KIMS,,807.0,137.0,56.2,9.29,11.3,0.0,32.49,-9.0,28.0,511.0,1.89,Jun 2026
LTF,,306.0,24.0,112.0,8.4,11.2,0.9,65.96,256.0,32.0,-14189.0,,Jun 2026
LTTS,,3559.0,28.1,611.0,26.7,21.5,1.63,73.52,6.0,-4.0,1455.0,0.09,Jun 2026
LGEINDIA,,,,,,,,85.0,,,,,Jun 2026
LICHSGFIN,,541.0,5.18,753.0,8.59,14.4,1.85,45.24,25.0,9.0,-8504.0,,Jun 2026
LTFOODS,,397.0,21.5,130.0,17.7,14.9,0.76,51.0,16.0,30.0,910.0,0.36,Jun 2026
LTM,,4441.0,23.5,810.0,29.6,23.1,1.69,68.49,7.0,-3.0,4799.0,0.1,Jun 2026
LT,,3938.0,30.8,794.0,14.6,15.9,0.97,,17.0,14.0,16741.0,1.15,Jun 2026
LATENTVIEW,,310.0,33.2,84.8,15.8,11.9,0.0,65.1,8.0,-6.0,165.0,0.02,Jun 2026
LAURUSLABS,,1781.0,88.0,98.2,17.8,18.3,0.11,27.47,4.0,72.0,1624.0,0.48,Jun 2026
THELEELA,,468.0,38.3,192.0,8.72,8.2,0.0,75.91,106.0,,777.0,0.28,Jun 2026
LEMONTREE,,109.0,34.8,17.6,14.0,19.4,0.0,22.32,29.0,6.0,542.0,1.44,Jun 2026
LENSKART,,563.0,211.0,50.3,8.08,6.33,0.0,17.53,110.0,,1670.0,0.35,Jun 2026
LICI,,423.0,9.31,140.0,35.1,37.8,2.36,96.5,17.0,10.0,-26211.0,0.0,Jun 2026
LINDEINDIA,,6637.0,103.0,500.0,18.2,13.6,0.06,75.0,1.0,10.0,786.0,0.02,Jun 2026
LLOYDSME,,2015.0,30.5,246.0,27.3,36.6,0.05,61.63,60.0,47.0,2921.0,1.49,Jun 2026
LODHA,,1287.0,31.2,233.0,16.4,15.5,0.33,70.31,56.0,19.0,959.0,0.42,Jun 2026
LUPIN,,2421.0,19.4,491.0,29.9,28.7,0.74,46.85,140.0,35.0,7334.0,0.29,Jun 2026
MMTC,,60.1,90.0,14.1,8.66,5.23,0.0,89.93,-31.0,16.0,-605.0,0.0,Jun 2026
MRF,,134860.0,23.1,49455.0,15.7,12.5,0.17,27.76,52.0,9.0,4590.0,0.15,Jun 2026
MGL,,1118.0,15.4,651.0,18.1,13.7,2.68,32.5,2.0,0.0,1162.0,0.03,Jun 2026
M&MFIN,,393.0,16.3,192.0,8.72,12.3,1.91,52.49,12.0,11.0,-12772.0,,Jun 2026
M&M,,3284.0,21.3,749.0,15.1,20.3,1.0,18.44,23.0,31.0,11657.0,1.47,Jun 2026
MANAPPURAM,,368.0,34.8,171.0,8.25,6.97,0.95,41.66,-13.0,38.0,-20238.0,,Jun 2026
MRPL,,167.0,10.5,81.0,18.0,14.5,2.4,88.58,-10.0,26.0,2531.0,1.08,Jun 2026
MANKIND,,2576.0,49.9,395.0,13.5,13.1,0.04,72.63,17.0,14.0,3121.0,0.39,Jun 2026
MARICO,,885.0,65.6,32.4,47.0,42.8,0.45,58.92,11.0,16.0,2084.0,0.13,Jun 2026
MARUTI,,14188.0,30.4,3408.0,19.0,14.4,0.99,58.65,30.0,13.0,19100.0,0.0,Jun 2026
MFSL,,1511.0,627.0,153.0,2.95,1.57,0.0,1.25,-40.0,23.0,11473.0,0.35,Jun 2026
MAXHEALTH,,1125.0,73.8,110.0,14.7,14.7,0.18,23.71,10.0,24.0,1633.0,0.32,Jun 2026
MAZDOCK,,2319.0,32.7,242.0,36.0,29.2,0.75,81.22,32.0,35.0,-2891.0,0.05,Jun 2026
MEESHO,,182.0,,9.61,-35.6,-42.3,0.0,16.41,8.0,,-3875.0,0.01,Jun 2026
MINDACORP,,707.0,46.8,111.0,12.8,14.9,0.2,64.84,8.0,32.0,676.0,0.56,Jun 2026
MSUMI,,,,,,,,61.72,,,,,Jun 2026
MOTILALOFS,,837.0,25.4,214.0,12.7,15.5,0.72,67.2,26.0,59.0,-6071.0,1.65,Jun 2026
MPHASIS,,2347.0,23.1,563.0,22.1,18.5,2.64,30.54,5.0,1.0,1253.0,0.24,Jun 2026
MCX,,2677.0,51.3,112.0,71.4,56.3,0.22,,108.0,100.0,3035.0,0.0,Jun 2026
MUTHOOTFIN,,3009.0,11.4,975.0,15.8,30.9,1.0,73.35,43.0,31.0,-47393.0,,Jun 2026
NATCOPHARM,,930.0,11.8,515.0,17.1,16.9,0.65,49.41,26.0,4.0,1768.0,0.08,Jun 2026
NBCC,,93.6,38.2,11.2,31.0,24.1,0.72,61.75,20.0,45.0,439.0,0.0,Jun 2026
NCC,,141.0,12.7,125.0,16.8,9.19,1.56,23.09,6.0,-4.0,-459.0,0.44,Jun 2026
NHPC,,78.1,20.8,41.2,5.73,9.29,2.45,61.39,-1.0,15.0,3294.0,1.26,Jun 2026
NLCINDIA,,292.0,11.5,155.0,10.4,17.5,1.23,69.47,16.0,36.0,5166.0,1.3,Jun 2026
NMDC,,85.0,10.0,38.7,27.6,23.4,3.88,60.79,17.0,30.0,4996.0,0.19,Jun 2026
NSLNISP,,,,,,,,60.79,,,,,Jun 2026
NTPCGREEN,,90.6,126.0,22.5,3.53,2.79,0.0,89.01,45.0,,2386.0,1.67,Jun 2026
NTPC,,345.0,12.0,210.0,8.33,14.0,2.42,51.1,17.0,16.0,50902.0,1.33,Jun 2026
NH,,2080.0,50.6,222.0,15.5,20.5,0.22,63.27,12.0,27.0,1621.0,1.29,Jun 2026
NATIONALUM,,348.0,11.0,118.0,39.6,29.4,3.02,51.28,59.0,54.0,6438.0,0.0,Jun 2026
NAVA,,553.0,20.5,309.0,12.8,9.33,1.54,50.03,-14.0,44.0,2312.0,0.25,Jun 2026
NAVINFLUOR,,7386.0,58.5,775.0,21.0,19.6,0.2,27.08,21.0,20.0,894.0,0.32,Jun 2026
NESTLEIND,,1521.0,79.4,26.7,85.3,74.2,0.79,62.76,,10.0,5048.0,0.09,Jun 2026
NETWEB,,,,,,,,66.98,,,,,Jun 2026
NEULANDLAB,,19202.0,68.2,1461.0,26.5,21.2,0.18,32.62,30.0,77.0,347.0,0.16,Jun 2026
NEWGEN,,553.0,23.0,125.0,25.0,19.6,1.09,53.45,22.0,9.0,232.0,0.02,Jun 2026
NAM-INDIA,,1147.0,44.8,73.0,43.8,34.5,1.87,71.8,28.0,54.0,1466.0,0.02,Jun 2026
NIVABUPA,,,,,,,,55.3,,,,,Jun 2026
NUVAMA,,1793.0,30.2,226.0,17.5,27.4,1.55,53.98,51.0,,-3014.0,2.8,Jun 2026
NUVOCO,,349.0,30.0,286.0,7.07,4.05,0.0,72.02,-2.0,-2.0,1485.0,0.48,Jun 2026
OBEROIRLTY,,1814.0,24.9,493.0,17.3,14.6,0.44,67.71,9.0,17.0,1380.0,0.16,Jun 2026
ONGC,,242.0,7.29,296.0,14.2,11.7,5.07,58.89,1.0,11.0,112719.0,0.47,Jun 2026
OIL,,457.0,11.2,357.0,11.6,12.3,2.52,56.66,-9.0,35.0,10684.0,0.65,Jun 2026
OLAELEC,,37.8,,7.6,-19.6,-43.2,0.0,32.96,-12.0,,-775.0,0.82,Jun 2026
OLECTRA,,1327.0,61.4,150.0,21.0,15.6,0.03,50.02,39.0,5.0,104.0,0.31,Jun 2026
PAYTM,,1332.0,105.0,250.0,5.01,4.7,0.0,,34.0,19.0,-743.0,0.01,Jun 2026
ONESOURCE,,1688.0,,509.0,0.57,-1.09,0.0,30.48,24.0,,9.0,0.26,Jun 2026
OFSS,,11136.0,28.4,899.0,45.3,32.6,3.59,72.41,13.0,42.0,2638.0,0.0,Jun 2026
POLICYBZR,,1594.0,110.0,158.0,10.3,9.75,0.0,,50.0,30.0,41.0,0.05,Jun 2026
PCBL,,328.0,48.8,102.0,7.75,5.58,1.83,53.38,-21.0,28.0,1576.0,1.25,Jun 2026
PGEL,,613.0,89.4,107.0,10.3,6.69,0.04,43.37,36.0,60.0,66.0,0.2,Jun 2026
PIIND,,2777.0,35.1,740.0,15.0,11.2,0.54,46.09,-1.0,-8.0,474.0,0.03,Jun 2026
PNBHOUSING,,1033.0,11.8,738.0,9.4,12.7,0.77,28.03,30.0,18.0,-8984.0,,Jun 2026
PTCIL,,17795.0,263.0,1005.0,8.43,7.02,0.0,59.72,58.0,62.0,-69.0,0.17,Jun 2026
PVRINOX,,1131.0,35.0,751.0,6.96,3.28,0.0,27.53,39.0,-10.0,2160.0,0.92,Jun 2026
PAGEIND,,,,,,,,42.89,,,,,Jun 2026
PARADEEP,,153.0,14.6,65.3,17.1,18.9,0.65,57.86,48.0,33.0,-1012.0,1.02,Jun 2026
PATANJALI,,356.0,19.3,120.0,12.0,16.5,0.98,68.25,,-7.0,-333.0,0.21,Jun 2026
PERSISTENT,,5515.0,45.2,497.0,34.4,27.2,0.73,30.29,28.0,32.0,1767.0,0.06,Jun 2026
PETRONET,,279.0,10.7,149.0,22.7,18.6,3.59,50.0,6.0,6.0,4750.0,0.11,Jun 2026
PFIZER,,4801.0,143.0,302.0,27.2,19.8,1.56,63.92,,6.0,238.0,0.0,Jun 2026
PHOENIXLTD,,1888.0,52.1,307.0,12.8,11.6,0.13,47.25,14.0,30.0,2426.0,0.48,Jun 2026
PWL,,125.0,,15.8,4.02,-0.48,0.0,71.27,23.0,,833.0,0.23,Jun 2026
PIDILITIND,,1630.0,67.4,106.0,31.0,23.9,0.71,69.24,25.0,8.0,2828.0,0.04,Jun 2026
PINELABS,,140.0,125.0,51.3,4.16,2.46,0.0,,36.0,,395.0,0.07,Jun 2026
PIRAMALFIN,,2029.0,102.0,1242.0,6.47,0.86,0.54,46.16,-56.0,,-15892.0,2.84,Jun 2026
PPLPHARMA,,197.0,,61.4,2.52,-3.83,0.07,34.8,-31.0,25.0,1653.0,0.7,Jun 2026
POLYMED,,1667.0,51.7,306.0,14.0,11.2,0.21,62.42,24.0,10.0,246.0,0.11,Jun 2026
POLYCAB,,8896.0,46.8,798.0,33.2,23.0,0.53,61.46,28.0,23.0,3811.0,0.02,Jun 2026
POONAWALLA,,477.0,53.4,127.0,7.51,5.86,0.0,59.02,5.0,7.0,-21786.0,,Jun 2026
PFC,,426.0,5.43,403.0,9.71,20.7,4.35,55.99,18.0,27.0,-4504.0,,Jun 2026
POWERGRID,,286.0,16.7,108.0,9.74,16.5,3.15,51.34,1.0,13.0,40931.0,1.47,Jun 2026
PREMIERENE,,983.0,29.6,95.1,33.3,42.4,0.1,58.48,370.0,,1261.0,0.86,Jun 2026
PRESTIGE,,1595.0,60.4,378.0,10.4,7.53,0.13,60.95,18.0,39.0,3223.0,1.09,Jun 2026
PFOCUS,,290.0,96.0,26.9,11.5,16.5,0.0,60.73,10.0,37.0,1024.0,2.74,Jun 2026
PNB,,112.0,5.81,136.0,6.13,13.0,2.69,70.08,76.0,22.0,25635.0,,Jun 2026
RRKABEL,,2562.0,47.2,228.0,28.1,21.3,0.37,61.38,39.0,,295.0,0.13,Jun 2026
RBLBANK,,378.0,65.1,268.0,5.81,5.46,0.26,60.0,-2.0,18.0,7578.0,,Jun 2026
RECLTD,,375.0,6.15,323.0,9.71,20.0,4.95,52.63,13.0,23.0,5972.0,,Jun 2026
RHIM,,391.0,73.2,172.0,6.52,2.91,0.64,56.07,-26.0,-15.0,409.0,0.13,Jun 2026
RITES,,218.0,25.5,55.8,22.0,15.4,3.47,72.2,-9.0,-2.0,327.0,0.0,Jun 2026
RADICO,,4367.0,82.3,248.0,24.2,20.3,0.21,40.19,41.0,44.0,743.0,0.15,Jun 2026
RVNL,,223.0,53.1,47.1,10.8,9.02,0.77,72.84,-13.0,22.0,-1894.0,0.49,Jun 2026
RAILTEL,,294.0,50.4,53.7,16.2,12.0,1.1,72.84,3.0,21.0,230.0,0.03,Jun 2026
RAINBOW,,1521.0,53.9,162.0,17.4,15.9,0.23,49.84,6.0,11.0,420.0,0.54,Jun 2026
RKFORGE,,626.0,99.2,181.0,5.6,2.56,0.32,43.39,-31.0,4.0,840.0,0.74,Jun 2026
REDINGTON,,311.0,13.5,130.0,18.4,16.9,1.93,,5.0,20.0,231.0,0.28,Jun 2026
RELIANCE,,1293.0,23.4,668.0,10.3,8.91,0.46,50.48,5.0,0.0,192113.0,0.45,Jun 2026
RPOWER,,23.3,,38.8,6.11,-0.9,0.0,24.98,24.0,12.0,2824.0,0.92,Jun 2026
SBFC,,90.2,28.9,29.4,11.6,11.6,0.0,52.31,75.0,,-1415.0,,Jun 2026
SBICARD,,,,,,,,68.86,,,,,Jun 2026
SBILIFE,,,,,,,,55.32,,,,,Jun 2026
SJVN,,68.4,41.9,36.2,5.57,4.52,2.13,81.85,-23.0,6.0,1860.0,2.27,Jun 2026
SRF,,2605.0,34.5,474.0,14.6,14.3,0.35,50.26,-4.0,6.0,2554.0,0.36,Jun 2026
SAGILITY,,46.0,21.0,20.6,13.4,10.6,0.33,50.95,86.0,,1203.0,0.12,Jun 2026
SAILIFE,,1315.0,78.8,117.0,19.6,15.4,0.0,34.53,226.0,,509.0,0.12,Jun 2026
SAMMAANCAP,,160.0,,164.0,4.92,-3.18,0.0,28.34,,8.0,-7466.0,,Jun 2026
MOTHERSON,,147.0,36.3,38.8,13.4,11.2,0.41,48.6,40.0,31.0,11284.0,0.47,Jun 2026
SAPPHIRE,,195.0,2553.0,43.3,3.98,-1.03,0.0,26.06,,-11.0,507.0,1.02,Jun 2026
SARDAEN,,512.0,16.4,209.0,17.4,16.1,0.29,73.16,22.0,36.0,1735.0,0.36,Jun 2026
SAREGAMA,,521.0,47.2,87.8,17.8,13.0,0.86,60.84,5.0,10.0,100.0,0.04,Jun 2026
SCHAEFFLER,,4040.0,50.4,393.0,27.3,20.2,0.87,74.13,10.0,9.0,1290.0,0.01,Jun 2026
SCHNEIDER,,,,,,,,75.0,,,,,Jun 2026
SCI,,278.0,9.58,195.0,14.3,15.5,2.37,63.75,16.0,39.0,1343.0,0.29,Jun 2026
SHREECEM,,26455.0,56.8,6449.0,10.3,7.51,0.57,62.56,10.0,3.0,3794.0,0.08,Jun 2026
SHRIRAMFIN,,1027.0,21.4,350.0,11.5,16.4,1.05,20.3,19.0,39.0,-13281.0,,Jun 2026
SHYAMMETL,,1022.0,25.4,413.0,13.0,9.7,0.44,74.59,9.0,37.0,2024.0,0.09,Jun 2026
ENRIN,,,,,,,,75.0,,,,,Jun 2026
SIEMENS,,3659.0,46.4,389.0,21.4,19.2,0.49,75.0,23.0,17.0,-535.0,0.02,Jun 2026
SIGNATURE,,813.0,319.0,132.0,2.6,2.79,0.0,69.54,37.0,,126.0,1.61,Jun 2026
SOBHA,,1344.0,62.3,441.0,6.86,4.16,0.45,52.88,23.0,31.0,430.0,0.22,Jun 2026
SOLARINDS,,18053.0,93.7,694.0,38.1,32.6,0.06,73.15,30.0,68.0,621.0,0.24,Jun 2026
SONACOMS,,764.0,65.4,96.2,14.2,11.3,0.45,28.01,18.0,10.0,659.0,0.07,Jun 2026
SONATSOFTW,,309.0,17.0,67.9,30.7,28.2,2.56,28.17,4.0,-16.0,538.0,0.38,Jun 2026
STARHEALTH,,,,,,,,58.01,,,,,Jun 2026
SBIN,,1025.0,11.4,646.0,6.13,15.4,1.69,55.47,14.0,18.0,38097.0,,Jun 2026
SAIL,,169.0,14.5,146.0,7.79,6.43,0.95,65.0,25.0,21.0,19039.0,0.53,Jun 2026
SUMICHEM,,508.0,44.4,67.9,22.1,16.2,0.26,75.0,2.0,7.0,446.0,0.02,Jun 2026
SUNPHARMA,,2001.0,38.6,348.0,20.5,16.0,0.8,54.48,13.0,21.0,12419.0,0.06,Jun 2026
SUNTV,,512.0,13.5,321.0,16.5,12.3,2.93,75.0,-4.0,-2.0,1802.0,0.01,Jun 2026
SUNDARMFIN,,4491.0,23.6,1341.0,9.44,15.0,0.89,37.21,17.0,19.0,-5892.0,,Jun 2026
SUPREMEIND,,3460.0,42.5,486.0,20.7,15.8,1.04,48.96,3.0,-1.0,1225.0,0.01,Jun 2026
SPLPETRO,,704.0,26.9,126.0,,13.7,1.49,64.24,,17.0,247.0,0.06,Jun 2026
SUZLON,,47.4,20.6,6.96,35.1,40.6,0.0,11.7,165.0,36.0,1202.0,0.06,Jun 2026
SWANCORP,,307.0,35.0,240.0,3.87,3.68,0.05,53.96,86.0,12.0,-14.0,0.28,Jun 2026
SWIGGY,,296.0,,66.4,-24.1,-29.1,0.0,,0.0,,-2898.0,0.14,Jun 2026
SYNGENE,,399.0,54.5,120.0,9.99,7.78,0.31,52.59,-8.0,-21.0,915.0,0.09,Jun 2026
SYRMA,,1378.0,71.5,148.0,16.7,13.9,0.11,42.28,39.0,40.0,290.0,0.14,Jun 2026
TBOTEK,,1498.0,60.5,143.0,18.0,17.6,0.0,44.4,20.0,,-21.0,0.49,Jun 2026
TVSMOTOR,,4208.0,57.9,201.0,17.4,33.6,0.29,50.27,33.0,45.0,1867.0,3.43,Jun 2026
TATACAP,,361.0,28.2,108.0,8.58,12.4,0.16,85.41,17.0,,-37965.0,,Jun 2026
TATACHEM,,670.0,,832.0,3.42,1.27,1.64,37.98,-51.0,-14.0,1269.0,0.38,Jun 2026
TATACOMM,,1774.0,48.6,121.0,14.6,32.6,0.99,58.86,-15.0,0.0,4479.0,3.55,Jun 2026
TCS,,2432.0,16.4,296.0,63.0,51.8,2.63,71.77,8.0,-11.0,52094.0,0.11,Jun 2026
TATACONSUM,,1094.0,65.6,220.0,9.24,7.35,0.91,33.83,13.0,9.0,2422.0,0.13,Jun 2026
TATAELXSI,,3658.0,223.0,45.5,60.0,39.3,2.05,43.9,43.0,-20.0,143.0,0.0,Jun 2026
TATAINVEST,,679.0,79.3,578.0,1.57,1.44,0.5,73.38,20.0,39.0,279.0,0.0,Jun 2026
TMCV,,415.0,38.6,34.6,35.9,34.0,0.96,42.56,,,14981.0,0.44,Jun 2026
TMPV,,334.0,1.43,304.0,2.73,75.7,0.9,42.51,232.0,-5.0,13041.0,0.71,Jun 2026
TATAPOWER,,376.0,30.7,124.0,10.5,10.2,0.66,46.86,6.0,17.0,5993.0,1.93,Jun 2026
TATASTEEL,,187.0,19.7,81.8,12.5,11.7,2.14,32.94,10.0,15.0,35064.0,0.9,Jun 2026
TATATECH,,751.0,46.9,96.6,20.9,16.3,1.11,55.17,-1.0,,776.0,0.24,Jun 2026
TTML,,39.6,,-2.87,-12.7,,0.0,74.36,,-21.0,246.0,-7.54,Jun 2026
TECHM,,1669.0,30.7,302.0,23.1,17.5,3.06,34.96,1.0,14.0,6172.0,0.07,Jun 2026
TECHNOE,,967.0,25.0,357.0,14.8,11.4,0.93,56.93,34.0,25.0,-590.0,0.02,Jun 2026
TEGA,,1477.0,77.9,454.0,8.09,5.94,0.14,67.51,-8.0,15.0,350.0,0.12,Jun 2026
TEJASNET,,507.0,,165.0,-14.6,-26.8,0.49,53.33,,-15.0,135.0,1.43,Jun 2026
TENNIND,,539.0,34.9,29.7,60.8,44.4,0.0,74.79,18.0,,1429.0,0.04,Jun 2026
NIACL,,166.0,35.5,0.0,4.29,4.92,0.9,85.44,99.0,10.0,-4532.0,0.0,Jun 2026
RAMCOCEM,,915.0,728.0,343.0,6.13,0.38,0.27,42.55,-54.0,1.0,1611.0,0.48,Jun 2026
THERMAX,,4252.0,92.1,466.0,13.9,10.6,0.33,61.99,7.0,18.0,542.0,0.42,Jun 2026
TIMKEN,,3098.0,56.1,387.0,19.0,14.3,0.08,51.05,,-4.0,446.0,0.01,Jun 2026
TITAGARH,,825.0,69.5,182.0,10.6,6.47,0.12,40.46,7.0,8.0,322.0,0.25,Jun 2026
TITAN,,4850.0,83.6,177.0,20.5,37.7,0.31,52.9,17.0,17.0,5590.0,1.95,Jun 2026
TORNTPHARM,,4872.0,83.1,248.0,15.2,27.4,0.78,60.78,22.0,34.0,3023.0,1.79,Jul 2026
TORNTPOWER,,1424.0,31.4,379.0,13.7,12.5,1.4,51.09,4.0,28.0,5464.0,0.73,Jun 2026
TARIL,,294.0,34.1,50.5,23.3,19.1,0.07,64.36,87.0,89.0,-105.0,0.3,Jun 2026
TRAVELFOOD,,1279.0,38.2,110.0,42.4,35.3,0.0,86.19,23.0,,393.0,0.17,Jun 2026
TRENT,,2999.0,92.7,131.0,28.3,27.7,0.13,37.01,71.0,37.0,2668.0,0.37,Jun 2026
TRIDENT,,24.7,31.9,9.36,9.79,7.91,2.02,73.68,-6.0,-8.0,760.0,0.38,Jun 2026
TRITURBINE,,608.0,53.4,45.5,35.9,27.1,0.66,55.84,28.0,15.0,111.0,0.02,Jun 2026
TIINDIA,,2689.0,78.7,400.0,17.1,9.95,0.13,43.93,-11.0,-4.0,1161.0,0.1,Jun 2026
UCOBANK,,25.8,13.1,24.6,5.76,8.5,1.7,90.95,37.0,-3.0,1913.0,,Jun 2026
UNOMINDA,,1173.0,55.8,118.0,19.6,19.3,0.23,68.36,23.0,25.0,1720.0,0.4,Jun 2026
UPL,,603.0,28.2,411.0,10.1,5.64,1.0,33.5,-21.0,0.0,7855.0,0.68,Jun 2026
UTIAMC,,909.0,21.9,350.0,15.6,10.3,4.4,,2.0,4.0,407.0,0.03,Jun 2026
ULTRACEMCO,,11847.0,40.5,2600.0,12.7,11.1,2.03,59.33,17.0,13.0,15316.0,0.31,Jun 2026
UNIONBANK,,170.0,6.3,183.0,6.3,15.7,2.93,74.76,32.0,24.0,-358.0,,Jun 2026
UBL,,1436.0,111.0,171.0,10.7,7.69,0.7,70.84,2.0,-2.0,435.0,0.29,Jun 2026
UNITDSPR,,1532.0,60.2,123.0,26.4,21.4,1.11,56.68,23.0,15.0,1459.0,0.05,Jun 2026
